cell_id,tsne_1,tsne_2,true_label,predicted_label,hungarian_annotation,marker_overlap_annotation,batch
human2_lib2.final_cell_0450-1,12.895024,-12.227337,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0451-1,12.49525,-3.3298802,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0452-1,5.604435,-7.176027,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0453-1,-36.71805,-71.37736,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0454-1,33.21474,-6.9030485,beta,12,beta,beta,human2
human2_lib2.final_cell_0455-1,1.4736315,-33.08138,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0456-1,-4.4778523,-11.156127,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0457-1,9.063779,-1.0140228,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0458-1,38.88199,39.177155,beta,12,beta,beta,human2
human2_lib2.final_cell_0459-1,34.054707,7.562227,beta,12,beta,beta,human2
human2_lib2.final_cell_0460-1,6.6369877,-10.28308,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0461-1,-4.6794033,-9.571192,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0462-1,-26.270538,24.954557,quiescent_stellate,14,Unmatched_14,quiescent_stellate,human2
human2_lib2.final_cell_0463-1,-65.33488,-20.327175,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0464-1,12.333441,-8.738761,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0465-1,35.147934,56.36263,beta,12,beta,beta,human2
human2_lib2.final_cell_0466-1,11.211285,-15.279424,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0467-1,41.6177,-12.558321,beta,12,beta,beta,human2
human2_lib2.final_cell_0468-1,-79.031654,-18.05051,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0469-1,36.789673,-6.9581532,beta,12,beta,beta,human2
human2_lib2.final_cell_0470-1,-5.5427833,-10.516862,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0471-1,2.873684,-16.754107,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0472-1,-39.73725,-68.48518,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0473-1,3.8625245,-12.961948,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0474-1,15.676245,-51.909523,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0475-1,26.705528,10.328113,beta,12,beta,beta,human2
human2_lib2.final_cell_0476-1,-20.016504,-11.204508,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib2.final_cell_0477-1,0.73549616,-20.826637,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0478-1,-61.56465,21.590109,endothelial,0,endothelial,endothelial,human2
human2_lib2.final_cell_0479-1,1.4057509,-5.858201,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0480-1,-2.7344372,-7.958886,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0481-1,6.478414,-15.818962,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0482-1,2.4666314,-32.589302,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0483-1,34.819427,55.545177,beta,12,beta,beta,human2
human2_lib2.final_cell_0484-1,-2.0868657,-35.862213,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0485-1,58.235878,-11.81683,beta,12,beta,beta,human2
human2_lib2.final_cell_0486-1,9.34966,-21.0642,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0487-1,2.0050106,-27.82817,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0488-1,-42.063946,-63.6969,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0489-1,2.1851425,-32.138847,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0490-1,-7.424474,-15.7688675,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0491-1,8.552246,-14.576107,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0492-1,12.516003,-9.580223,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0493-1,14.082839,-7.556393,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0494-1,10.057,-9.016139,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0495-1,3.0786376,-7.89631,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0496-1,33.166443,-6.860138,beta,12,beta,beta,human2
human2_lib2.final_cell_0497-1,-4.188098,-11.7808895,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0498-1,6.4511724,-15.988255,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0499-1,-79.34575,-18.095348,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0500-1,-23.807556,-8.613288,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib2.final_cell_0501-1,-53.516594,2.5572956,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0502-1,-5.9828873,-12.271609,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0503-1,14.06151,-7.5522494,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0504-1,45.367886,-39.807358,mast,4,mast,mast,human2
human2_lib2.final_cell_0505-1,6.645373,-15.143517,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0506-1,2.6234684,-27.948473,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0507-1,31.219957,52.985767,beta,12,beta,beta,human2
human2_lib2.final_cell_0508-1,45.737675,-0.74119073,beta,12,beta,beta,human2
human2_lib2.final_cell_0509-1,30.0038,45.585777,beta,12,beta,beta,human2
human2_lib2.final_cell_0510-1,-63.882885,-18.839378,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0511-1,35.9084,-1.9919188,beta,12,beta,beta,human2
human2_lib2.final_cell_0512-1,-1.6320642,-40.546898,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0513-1,33.556854,26.313719,beta,12,beta,beta,human2
human2_lib2.final_cell_0514-1,-71.22677,-0.8480336,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0515-1,-5.720842,-11.87723,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0516-1,-26.679832,7.960018,schwann,9,schwann,schwann,human2
human2_lib2.final_cell_0517-1,10.428418,-19.237347,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0518-1,-3.8513281,-8.757133,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0519-1,33.139557,24.396448,beta,12,beta,beta,human2
human2_lib2.final_cell_0520-1,-36.110836,-65.47179,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0521-1,42.21639,-14.396161,beta,12,beta,beta,human2
human2_lib2.final_cell_0522-1,-74.664894,-13.715303,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0523-1,-66.47262,-21.421581,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0524-1,3.5109515,-3.9742486,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0525-1,-41.617188,-72.734215,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0526-1,44.747414,-39.047028,mast,4,mast,mast,human2
human2_lib2.final_cell_0527-1,-41.222374,-65.03638,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0528-1,44.901566,-39.717922,mast,4,mast,mast,human2
human2_lib2.final_cell_0529-1,5.3560486,-21.830994,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0530-1,-73.011345,-6.0678716,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0531-1,-46.077858,-65.32373,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0532-1,12.523421,-6.1926694,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0533-1,9.882352,-20.245575,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0534-1,1.8483865,-27.930721,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0535-1,11.735765,-11.737579,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0536-1,-57.141697,6.038763,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0537-1,-3.558923,-7.3023186,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0538-1,7.3371916,-22.015566,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0539-1,12.917078,-5.1466393,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0540-1,45.05765,-39.237022,mast,4,mast,mast,human2
human2_lib2.final_cell_0541-1,10.484687,-20.747093,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0542-1,-2.0267982,-17.781597,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0543-1,-26.599995,24.624077,quiescent_stellate,14,Unmatched_14,quiescent_stellate,human2
human2_lib2.final_cell_0544-1,40.132572,44.706406,beta,12,beta,beta,human2
human2_lib2.final_cell_0545-1,11.304874,-2.1395035,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0546-1,56.037758,-14.195754,beta,12,beta,beta,human2
human2_lib2.final_cell_0547-1,-1.820455,-41.39657,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0548-1,0.84409344,-43.781597,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0549-1,-38.5932,-66.62568,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0550-1,-35.69858,-69.497475,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0551-1,-59.80238,2.220126,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0552-1,13.2736845,-47.448986,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0553-1,-20.149815,-11.052552,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib2.final_cell_0554-1,-2.8993003,-20.416113,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0555-1,-73.99701,-16.700897,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0556-1,-1.0672308,11.90301,delta,8,delta,delta,human2
human2_lib2.final_cell_0557-1,4.052562,-30.738554,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0558-1,11.624311,-2.807911,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0559-1,-19.892467,-9.877434,activated_stellate,15,epsilon,quiescent_stellate,human2
human2_lib2.final_cell_0560-1,37.68938,-10.501746,beta,12,beta,beta,human2
human2_lib2.final_cell_0561-1,-5.96926,-23.672451,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0562-1,-31.86825,19.063059,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human2
human2_lib2.final_cell_0563-1,-76.621994,-9.7244835,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0564-1,12.167641,-19.012192,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0565-1,-26.57045,24.342382,quiescent_stellate,15,epsilon,quiescent_stellate,human2
human2_lib2.final_cell_0566-1,-43.47411,51.04915,ductal,1,acinar,acinar,human2
human2_lib2.final_cell_0567-1,8.313792,-6.099988,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0568-1,-19.780703,-8.825824,activated_stellate,15,epsilon,quiescent_stellate,human2
human2_lib2.final_cell_0569-1,28.949465,9.654346,beta,12,beta,beta,human2
human2_lib2.final_cell_0570-1,35.59477,28.801405,beta,12,beta,beta,human2
human2_lib2.final_cell_0571-1,-26.223564,-0.23324245,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib2.final_cell_0572-1,-4.06659,-39.48624,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0573-1,9.63564,-7.409237,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0574-1,-56.764534,3.8877778,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0575-1,47.52958,59.512676,beta,12,beta,beta,human2
human2_lib2.final_cell_0576-1,42.308304,64.78903,beta,12,beta,beta,human2
human2_lib2.final_cell_0577-1,9.920315,-24.37263,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0578-1,-26.702099,8.003071,schwann,9,schwann,schwann,human2
human2_lib2.final_cell_0579-1,-43.87456,-68.71353,gamma,7,gamma,gamma,human2
human2_lib2.final_cell_0580-1,-54.811897,1.987825,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0581-1,3.0257823,-46.42936,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0582-1,-88.021805,17.555752,t_cell,5,t_cell,t_cell,human2
human2_lib2.final_cell_0583-1,-26.71202,8.014506,schwann,9,schwann,schwann,human2
human2_lib2.final_cell_0584-1,36.51322,-2.895248,beta,12,beta,beta,human2
human2_lib2.final_cell_0585-1,0.5564858,7.733744,gamma,8,delta,delta,human2
human2_lib2.final_cell_0586-1,36.537304,-7.288752,beta,12,beta,beta,human2
human2_lib2.final_cell_0587-1,31.21482,17.413765,beta,12,beta,beta,human2
human2_lib2.final_cell_0588-1,41.315372,47.35829,beta,12,beta,beta,human2
human2_lib2.final_cell_0589-1,44.807377,13.971443,beta,12,beta,beta,human2
human2_lib2.final_cell_0590-1,-87.85814,17.681562,t_cell,5,t_cell,t_cell,human2
human2_lib2.final_cell_0591-1,47.613514,-16.566069,beta,12,beta,beta,human2
human2_lib2.final_cell_0592-1,41.598324,58.10986,beta,12,beta,beta,human2
human2_lib2.final_cell_0593-1,11.816527,-16.100327,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0594-1,32.495213,32.709194,beta,12,beta,beta,human2
human2_lib2.final_cell_0595-1,9.798368,-25.719952,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0596-1,-81.357155,-12.038795,ductal,3,ductal,ductal,human2
human2_lib2.final_cell_0597-1,36.65961,44.56223,beta,12,beta,beta,human2
human2_lib2.final_cell_0598-1,-1.4991826,-38.85814,alpha,11,alpha,alpha,human2
human2_lib2.final_cell_0599-1,-44.761227,50.710644,ductal,1,acinar,acinar,human2
human2_lib2.final_cell_0600-1,45.730522,73.21476,alpha,12,beta,beta,human2
human2_lib3.final_cell_0001-1,36.076035,11.831544,beta,12,beta,beta,human2
human2_lib3.final_cell_0002-1,-6.8165402,30.906904,delta,8,delta,delta,human2
human2_lib3.final_cell_0003-1,0.27101105,32.821552,delta,8,delta,delta,human2
human2_lib3.final_cell_0004-1,33.312057,35.88089,beta,12,beta,beta,human2
human2_lib3.final_cell_0005-1,-30.110395,51.436893,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0006-1,-1.7243156,-37.492905,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0007-1,40.877514,27.424128,beta,12,beta,beta,human2
human2_lib3.final_cell_0008-1,-63.486126,4.0141826,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0009-1,2.0489378,-49.007034,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0010-1,-6.571744,26.619411,delta,8,delta,delta,human2
human2_lib3.final_cell_0011-1,-44.412495,51.96857,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0012-1,-5.0053754,-12.4222145,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0013-1,-44.175507,55.931774,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0014-1,2.0080678,24.91894,delta,8,delta,delta,human2
human2_lib3.final_cell_0015-1,-64.40738,-21.356445,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0016-1,6.322883,-22.07376,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0017-1,-65.56369,-21.461906,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0018-1,-40.908432,59.60858,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0019-1,-6.4967494,24.971813,delta,8,delta,delta,human2
human2_lib3.final_cell_0020-1,-0.6503889,19.157993,delta,8,delta,delta,human2
human2_lib3.final_cell_0021-1,31.983952,-70.81314,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0022-1,31.14637,18.533005,beta,12,beta,beta,human2
human2_lib3.final_cell_0023-1,-4.7332554,27.755863,delta,8,delta,delta,human2
human2_lib3.final_cell_0024-1,-6.464196,16.977936,delta,8,delta,delta,human2
human2_lib3.final_cell_0025-1,37.099407,34.66883,beta,12,beta,beta,human2
human2_lib3.final_cell_0026-1,-0.47623187,18.338148,delta,8,delta,delta,human2
human2_lib3.final_cell_0027-1,-43.333614,53.833576,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0028-1,-41.12103,60.135735,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0029-1,-42.508,62.53471,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0030-1,-43.07479,53.61374,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0031-1,-13.603321,22.04037,delta,8,delta,delta,human2
human2_lib3.final_cell_0032-1,0.27345687,-34.76707,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0033-1,-8.609136,24.31046,delta,8,delta,delta,human2
human2_lib3.final_cell_0034-1,6.3020387,-21.704477,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0035-1,38.337254,20.440926,beta,12,beta,beta,human2
human2_lib3.final_cell_0036-1,-42.719658,53.538746,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0037-1,-4.229931,12.721918,epsilon,8,delta,delta,human2
human2_lib3.final_cell_0038-1,11.277708,-7.896395,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0039-1,7.080453,26.382385,delta,8,delta,delta,human2
human2_lib3.final_cell_0040-1,0.7723876,-43.84739,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0041-1,-12.381614,24.969944,delta,8,delta,delta,human2
human2_lib3.final_cell_0042-1,8.84301,-9.110754,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0043-1,-0.21896674,31.032742,delta,8,delta,delta,human2
human2_lib3.final_cell_0044-1,-21.98574,-13.307043,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib3.final_cell_0045-1,-1.9146243,-54.112015,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0046-1,5.686343,-8.970194,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0047-1,-10.188036,23.534424,delta,8,delta,delta,human2
human2_lib3.final_cell_0048-1,-2.0136657,19.2056,delta,8,delta,delta,human2
human2_lib3.final_cell_0049-1,41.30229,-14.05894,beta,12,beta,beta,human2
human2_lib3.final_cell_0050-1,43.767075,45.911774,beta,12,beta,beta,human2
human2_lib3.final_cell_0051-1,9.080845,-16.935966,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0052-1,9.416419,-9.90456,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0053-1,41.02688,66.06698,beta,12,beta,beta,human2
human2_lib3.final_cell_0054-1,-7.09949,30.885887,delta,8,delta,delta,human2
human2_lib3.final_cell_0055-1,4.357404,-14.996403,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0056-1,-3.7767172,-12.680077,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0057-1,-19.793793,-8.483423,activated_stellate,15,epsilon,quiescent_stellate,human2
human2_lib3.final_cell_0058-1,-43.823723,61.91402,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0059-1,-3.2855072,-17.726063,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0060-1,39.69803,-8.536205,beta,12,beta,beta,human2
human2_lib3.final_cell_0061-1,3.023764,-6.7649674,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0062-1,-20.69392,-13.340042,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib3.final_cell_0063-1,3.3735793,-4.0017037,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0064-1,-42.936142,53.67339,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0065-1,3.1661303,-5.8559,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0066-1,-42.71889,62.51285,acinar,1,acinar,acinar,human2
human2_lib3.final_cell_0067-1,7.2223997,-6.6400194,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0068-1,39.194714,27.316727,beta,12,beta,beta,human2
human2_lib3.final_cell_0069-1,4.0215483,18.525387,delta,8,delta,delta,human2
human2_lib3.final_cell_0070-1,-4.617052,-25.0929,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0071-1,-2.8994951,-21.289045,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0072-1,0.6401936,-34.310394,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0073-1,-6.255965,-25.286459,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0074-1,0.5816802,-29.099924,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0075-1,5.9162827,-21.483961,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0076-1,-91.63357,11.601449,macrophage,6,macrophage,macrophage,human2
human2_lib3.final_cell_0077-1,-92.32995,10.588292,macrophage,6,macrophage,macrophage,human2
human2_lib3.final_cell_0078-1,-70.936264,-19.105738,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0079-1,33.385693,38.391186,beta,12,beta,beta,human2
human2_lib3.final_cell_0080-1,-75.89987,-4.8734856,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0081-1,-45.648594,56.325512,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0082-1,-3.2305253,-8.0351305,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0083-1,6.289584,-14.532581,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0084-1,0.5676897,-43.898567,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0085-1,6.2759175,-13.956013,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0086-1,-44.483475,60.181595,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0087-1,-2.1634052,30.669714,delta,8,delta,delta,human2
human2_lib3.final_cell_0088-1,11.799202,24.99521,delta,8,delta,delta,human2
human2_lib3.final_cell_0089-1,33.033752,27.24561,beta,12,beta,beta,human2
human2_lib3.final_cell_0090-1,7.4144416,-15.586755,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0091-1,-44.83825,60.197105,ductal,1,acinar,acinar,human2
human2_lib3.final_cell_0092-1,-73.14368,-5.3482733,ductal,3,ductal,ductal,human2
human2_lib3.final_cell_0093-1,39.85584,58.212166,beta,12,beta,beta,human2
human2_lib3.final_cell_0094-1,10.252539,-20.053339,alpha,11,alpha,alpha,human2
human2_lib3.final_cell_0095-1,-0.23115428,19.575748,delta,8,delta,delta,human2
human2_lib3.final_cell_0096-1,40.256187,65.14391,beta,12,beta,beta,human2
human2_lib3.final_cell_0097-1,-26.019154,25.088928,quiescent_stellate,14,Unmatched_14,quiescent_stellate,human2
human2_lib3.final_cell_0098-1,7.2039676,29.656858,delta,8,delta,delta,human2
human2_lib3.final_cell_0099-1,-28.444977,17.2654,quiescent_stellate,15,epsilon,quiescent_stellate,human2
human2_lib3.final_cell_0100-1,-24.000683,-13.170771,activated_stellate,10,activated_stellate,activated_stellate,human2
human2_lib3.final_cell_0101-1,13.93921,-10.584262,alpha,11,alpha,alpha,human2
